Date,Close
21/11/2018,68.52999878
23/11/2018,68.11000061
26/11/2018,68.80999756
27/11/2018,69.70999908
28/11/2018,72.83000183
29/11/2018,73.26000214
30/11/2018,74.05000305
03/12/2018,74.26999664
04/12/2018,71.5
06/12/2018,71.54000092
07/12/2018,69.94999695
10/12/2018,70.91999817
11/12/2018,71.83999634
12/12/2018,72.52999878
13/12/2018,72.18000031
14/12/2018,70.76000214
17/12/2018,69.75
18/12/2018,70.08000183
19/12/2018,69
20/12/2018,68.37999725
21/12/2018,67.26999664
24/12/2018,65.55999756
26/12/2018,69.62000275
27/12/2018,70.62999725
28/12/2018,71.08999634
31/12/2018,72.33000183
