Date,Close
02/01/2018,58.79000092
03/01/2018,58.91999817
04/01/2018,58.81999969
05/01/2018,58.99000168
08/01/2018,58.81999969
09/01/2018,58.91999817
10/01/2018,58.83000183
11/01/2018,58.95000076
12/01/2018,58.84000015
16/01/2018,58.43999863
17/01/2018,58.99000168
18/01/2018,59.06999969
19/01/2018,59.31000137
22/01/2018,59.56999969
23/01/2018,59.22999954
24/01/2018,61.72000122
25/01/2018,63.22000122
26/01/2018,63.41999817
29/01/2018,63.31000137
30/01/2018,62.43999863
31/01/2018,62.15999985
01/02/2018,62.18000031
02/02/2018,61.68999863
05/02/2018,58.72999954
06/02/2018,58.86000061
07/02/2018,58.66999817
08/02/2018,56.27000046
09/02/2018,57.16999817
12/02/2018,57.40999985
13/02/2018,57.63999939
14/02/2018,58.27999878
15/02/2018,59.5
16/02/2018,60.16999817
20/02/2018,59.11999893
21/02/2018,58.99000168
22/02/2018,58.99000168
23/02/2018,59.70999908
26/02/2018,60.52999878
27/02/2018,60.54999924
28/02/2018,60.33000183
01/03/2018,58.79000092
02/03/2018,59.45999908
05/03/2018,60.36999893
06/03/2018,60.88000107
07/03/2018,61.29000092
08/03/2018,61.86999893
09/03/2018,63.59999847
12/03/2018,63.61999893
13/03/2018,63.20000076
14/03/2018,62.86000061
15/03/2018,62.59000015
16/03/2018,63.18000031
19/03/2018,62.25999832
20/03/2018,62.65000153
21/03/2018,62.41999817
22/03/2018,60.93000031
23/03/2018,59.5
26/03/2018,61.06999969
27/03/2018,60.27999878
28/03/2018,59.22999954
29/03/2018,59.91999817
02/04/2018,58.20999908
03/04/2018,59
04/04/2018,59.45999908
05/04/2018,59.86000061
06/04/2018,57.56999969
09/04/2018,58.22000122
10/04/2018,59.13999939
11/04/2018,58.45000076
12/04/2018,58.83000183
13/04/2018,58.49000168
16/04/2018,59.27000046
17/04/2018,59.79999924
18/04/2018,59.52000046
19/04/2018,59.88000107
20/04/2018,59.18999863
23/04/2018,58.84000015
24/04/2018,58.31000137
25/04/2018,58.65000153
26/04/2018,59.5
27/04/2018,59.56000137
30/04/2018,58.13000107
01/05/2018,58.81999969
02/05/2018,57.84999847
03/05/2018,57.93000031
04/05/2018,58.74000168
07/05/2018,59.31999969
08/05/2018,58.70999908
09/05/2018,59.40000153
10/05/2018,60.56000137
11/05/2018,61.25999832
14/05/2018,62.02000046
15/05/2018,60.54000092
16/05/2018,60.77000046
17/05/2018,61.06000137
18/05/2018,61.70999908
21/05/2018,62.11000061
22/05/2018,61.38999939
23/05/2018,61.84000015
24/05/2018,62.50999832
25/05/2018,62.36999893
29/05/2018,61.29999924
30/05/2018,62.06999969
31/05/2018,61.52999878
01/06/2018,62.40999985
04/06/2018,63.02000046
05/06/2018,63.02999878
06/06/2018,63.54000092
07/06/2018,63.18000031
08/06/2018,63.27000046
11/06/2018,63.13000107
12/06/2018,62.91999817
13/06/2018,62.63000107
14/06/2018,62.95999908
15/06/2018,62.90999985
18/06/2018,62.81999969
19/06/2018,62.34000015
20/06/2018,62.13999939
21/06/2018,61.75
22/06/2018,61.93999863
25/06/2018,60.77000046
26/06/2018,60.81000137
27/06/2018,60.49000168
28/06/2018,61.27000046
29/06/2018,60.99000168
02/07/2018,61
03/07/2018,60.81000137
05/07/2018,61.33000183
06/07/2018,62.15999985
09/07/2018,62.43999863
10/07/2018,62.81000137
11/07/2018,62.56999969
12/07/2018,62.74000168
13/07/2018,63.06000137
16/07/2018,61.77999878
17/07/2018,62.79999924
18/07/2018,64.75
19/07/2018,63.77999878
20/07/2018,63.31999969
23/07/2018,63.20000076
24/07/2018,64.40000153
25/07/2018,65.23000336
26/07/2018,65.66000366
27/07/2018,65.26000214
30/07/2018,65.16999817
31/07/2018,65.54000092
01/08/2018,64.77999878
02/08/2018,64.58000183
03/08/2018,65.23000336
06/08/2018,65.23999786
07/08/2018,64.73999786
08/08/2018,64.83999634
09/08/2018,64.63999939
10/08/2018,64.02999878
13/08/2018,63.43000031
14/08/2018,63.63000107
15/08/2018,63.47000122
16/08/2018,64.16000366
17/08/2018,64.72000122
20/08/2018,64.63999939
21/08/2018,64.75
22/08/2018,65.66999817
23/08/2018,65.83000183
24/08/2018,66.09999847
27/08/2018,66.83999634
28/08/2018,66.79000092
29/08/2018,67.12999725
30/08/2018,67.01999664
31/08/2018,66.83999634
04/09/2018,67.11000061
05/09/2018,66
06/09/2018,65.83000183
07/09/2018,66.20999908
10/09/2018,66.55000305
11/09/2018,66.59999847
12/09/2018,66.97000122
13/09/2018,68.5
14/09/2018,68.41999817
17/09/2018,67.66999817
18/09/2018,68.41000366
19/09/2018,68.5
20/09/2018,68.79000092
21/09/2018,69.05000305
24/09/2018,71.44000244
25/09/2018,72.19999695
26/09/2018,72.83999634
27/09/2018,73.01999664
28/09/2018,73.36000061
01/10/2018,74.12000275
02/10/2018,73.80999756
03/10/2018,72.04000092
04/10/2018,71.81999969
05/10/2018,71.58000183
08/10/2018,71.44000244
09/10/2018,71.29000092
10/10/2018,68.91999817
11/10/2018,68.37999725
12/10/2018,69.33000183
15/10/2018,68.69999695
16/10/2018,70.94999695
17/10/2018,70.23000336
18/10/2018,68.13999939
19/10/2018,67.58999634
22/10/2018,68.51999664
23/10/2018,68.56999969
24/10/2018,66.94000244
25/10/2018,67.66999817
26/10/2018,66.98999786
29/10/2018,67.30999756
30/10/2018,68
31/10/2018,68.94000244
01/11/2018,70.15000153
02/11/2018,70.19000244
05/11/2018,70.38999939
06/11/2018,70.95999908
07/11/2018,72.5
08/11/2018,72.95999908
09/11/2018,72.79000092
12/11/2018,70.55999756
13/11/2018,69.48999786
14/11/2018,69.41000366
15/11/2018,70.73000336
16/11/2018,72.04000092
19/11/2018,70.54000092
20/11/2018,69.05999756
